,drugID,SMILES
2961,DB13319,CCOC(=O)C(=C\C1=NC=C(N1C)[N+]([O-])=O)\C(C)=O
2962,DB13320,CC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1
2963,DB13322,O.O.O.O.O.O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[O-]C([O-])=O
2964,DB13323,ClC=C(Cl)Cl
2965,DB13324,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CCCCC1
2966,DB13327,COC1=CC=C(C=C1C(=O)NCC1=CC=CN=C1)C(=O)NCC1=CC=CN=C1
2967,DB13328,CCCCNCC(=O)NC1=C(C)C=CC=C1Cl
2968,DB13331,CCC1(CC)C(=O)NC=CC1=O
2969,DB13334,CS(=O)(=O)OC[C@@H](OS(C)(=O)=O)[C@@H](O)[C@H](O)[C@@H](COS(C)(=O)=O)OS(C)(=O)=O
2970,DB13335,ClC1=CC2=C(C=C1)N(CC#C)C(=O)CN=C2C1=CC=CC=C1
2971,DB13337,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C)OC1=CC=CC=C1)C(O)=O
2972,DB13338,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
2973,DB13339,C(COCCOCC1CO1)OCCOCC1CO1
2974,DB13340,CCCCCCCCN[C@@H](C)[C@H](O)C1=CC=C(SC(C)C)C=C1
2975,DB13341,CCNC1=NC(=O)C(O1)C1=CC=CC=C1
2976,DB13345,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
2977,DB13346,CCCCOC1=CC=C(CC(=O)NO)C=C1
2978,DB13347,O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=CC=CC=C2C1=O
2979,DB13349,CN(C)CCN1N=C(CC2=CC=CC=C2)C2=CC=CC=C2C1=O
2980,DB13350,CN1C(\C=C\C2=CC=NC(N)=N2)=NC=C1[N+]([O-])=O
2981,DB13351,CCN1CCCC(C1)OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
2982,DB13352,CN(C)CCO
2983,DB13354,NC(=O)OCCCC1=CC=CC=C1
2984,DB13357,NC(=O)OCC(O)C1=CC=CC=C1
2985,DB13358,C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1
2986,DB13360,CN(C(=S)OC1=CC=C2[C@H]3CC[C@H](C3)C2=C1)C1=CC(C)=CC=C1
2987,DB13362,CCC(C(=O)NC(N)=O)C1=CC=CC=C1
2988,DB13364,CC(C)=CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
2989,DB13367,CCOC(=O)COC1=CC=C2C(C)=C(CCN(CC)CC)C(=O)OC2=C1Cl
2990,DB13368,CCNC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C=C(OC)C(C)=C1C
2991,DB13369,CC[N+]1(CC)CCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
2992,DB13370,CC(C)C(Br)C(=O)NC(N)=O
2993,DB13371,O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=CC=CC=N1
2994,DB13374,[H][C@]12N3CCC[C@@]1(CC)C[C@@](O)(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OC
2995,DB13377,CC\C=C(/C)C1(CC)C(=O)NC(=O)NC1=O
2996,DB13378,NCC(O)C1=CC(O)=CC=C1
2997,DB13380,CN(C)C(C)(C)COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
2998,DB13381,[Na+].[O-]C(=O)C[N+]12CC[N+]34CC(=O)O[Fe--]13(OC(=O)C2)OC(=O)C4
2999,DB13382,CCN(CC)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
3000,DB13384,CN(C)CCC=C1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12
3001,DB13386,COC1=CC=C2[C@H]3CC[C@]4(C)[C@H](O)[C@H](O)C[C@H]4[C@@H]3CCC2=C1
3002,DB13393,[H][C@]1(C[C@@]2([H])C[C@]3([H])N(CCC4=CC(OC)=C(OC)C=C34)C[C@]2([H])CC)NCCC2=CC(OC)=C(OC)C=C12
3003,DB13394,CNCC(=O)C1=CC(O)=C(O)C=C1
3004,DB13396,NC(CCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O
3005,DB13398,COC1=CC(=CC=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1
3006,DB13399,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CN2C)NC(=O)N(CC)CC
3007,DB13400,[NH-]C1=C[N+](=NO1)N1CCOCC1
3008,DB13401,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(O)[C@]([H])(OC)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1
3009,DB13402,OC(O)C(Cl)(Cl)Cl.CC(=O)NCC(O)=O
3010,DB13403,COC1=C(OC)C=C2C(NC(C)=C2CCN2CCN(CC2)C2=CC=CC=C2)=C1
3011,DB13405,CN(CC1(C)CCCO1)S(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
3012,DB13406,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
3013,DB13407,CN1N(C(=O)C(NC(=O)C2=CC=CN=C2)=C1C)C1=CC=CC=C1
3014,DB13408,CCCC(C)(CO[N+]([O-])=O)CO[N+]([O-])=O
3015,DB13409,CCCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)OC(=O)CC)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]2OC)[C@H](O)[C@H]1N(C)C
3016,DB13410,ONC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl
3017,DB13411,CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)CC(=O)C1=CC=C(Cl)C=C1
3018,DB13413,CCN(CC)CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
3019,DB13414,OC(CNC1=CC=CC=N1)C1=CC=CC=C1
3020,DB13418,CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCC3=CC(O)=CC=C3[C@@H]12
3021,DB13420,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)[N+](C)(C)C
3022,DB13422,[H][C@]1(COC(=O)C2=CN=CC=C2)O[C@](O)(COC(=O)C2=CN=CC=C2)[C@@]([H])(OC(=O)C2=CN=CC=C2)[C@]1([H])OC(=O)C1=CN=CC=C1
3023,DB13423,[OH-].[OH-].[OH-].[Fe+3]
3024,DB13425,FC1=CC=C(C=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1F
3025,DB13429,CC1=CC=C(NC2=NCCN2)C(Cl)=C1
3026,DB13430,CCC(C)C(C)C1NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O
3027,DB13432,OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1
3028,DB13433,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
3029,DB13434,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1
3030,DB13435,N\N=C1/NN=C2CCN(CC2=C1)C(=O)C1=CC=CC=C1
3031,DB13437,CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2
3032,DB13443,CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1
3033,DB13448,CN1[C@@H]2CCC(C)(C)[C@@H]1C[C@@H](C2)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
3034,DB13449,CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C
3035,DB13451,OC(CC(C1=CC=C(Cl)S1)C1=C(O)C2=CC=CC=C2OC1=O)C1=CC=C(Cl)C=C1
3036,DB13452,CCOC(=O)NNC1=NN=C(C=C1)N(CC)CC(C)O
3037,DB13453,[Xe]
3038,DB13454,[H][C@@]12OC3=C(OC(=O)C4=CN=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@]2([H])OC(=O)C1=CN=CC=C1
3039,DB13455,NCC(CC(O)=O)C1=CC=CC=C1
3040,DB13456,[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@]([H])(OC(=O)CC)[C@@H]2OC)[C@H](O)[C@H]1N(C)C
3041,DB13457,CC(C)N1CCOC(C1)C1=CC=CC(=C1)C(F)(F)F
3042,DB13459,CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O
3043,DB13460,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C1=CN=CC=C1
3044,DB13461,CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1
3045,DB13464,NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
3046,DB13466,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1C2=CC=CC=C2CCC2=C1C=CC=C2
3047,DB13467,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1
3048,DB13468,CCN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1
3049,DB13470,[H][C@]12SCC(CSC3=NC(C)=C(CC(O)=O)S3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
3050,DB13472,CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1
3051,DB13478,CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1
3052,DB13479,C(CN1CCCC1)N(CC1=CC=CC=C1)C1=CC=CC=C1
3053,DB13481,NC(=O)N1C(=O)\C(=C(/O)C2=CC=CS2)C2=C1C=CC(Cl)=C2
3054,DB13485,COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
3055,DB13486,[Mg++].[O-][O-]
3056,DB13488,CN(C)CCCOC1(CC2=CC=CC=C2)CCCCCC1
3057,DB13489,CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1
3058,DB13491,C[C@H](O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
3059,DB13495,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
3060,DB13496,CN(C)CCCN1C2=C(CCCCCC2)C2=CC=CC=C12
3061,DB13499,NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1
3062,DB13500,CCCCCCCCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C(=O)OCC[N+](C)(CC)CC
3063,DB13501,OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12
3064,DB13502,CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1
3065,DB13504,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
3066,DB13505,CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C1=CC=CC=C1
3067,DB13506,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
3068,DB13507,C[N+]1(C)CCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
3069,DB13508,CC(C)(C)NCC(O)COC1=CC(Cl)=CC=C1Cl
3070,DB13509,[O--].[O--].[O--].[Al+3].[Al+3].CC(=O)OC1=CC=CC=C1C(O)=O
3071,DB13510,COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1
3072,DB13511,COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1
3073,DB13514,CC(C(O)=O)C1=CC2=C(OC3=C(C2)C=CC=N3)C=C1
3074,DB13517,CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
3075,DB13520,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C
3076,DB13522,CN1[C@H]2[C@@H](N(C)C1=O)N(C)C(=O)N2C
3077,DB13523,COC1=CC(=CC(C(=O)NCC2CCCN2CC=C)=C1OC)S(N)(=O)=O
3078,DB13524,CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
3079,DB13526,OCC(CO)(CO)CO
3080,DB13527,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)CC2=C(C)N(C(=O)C3=CC=C(Cl)C=C3)C3=C2C=C(OC)C=C3)CC1)NC(=O)C1=CC=CC=C1
3081,DB13528,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C
3082,DB13530,CC(C)NCC(O)COC1=CC=CC2=C1C=C(C)N2
3083,DB13532,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl
3084,DB13533,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
3085,DB13534,COCC1=C(N=CC2=C1C1=C(N2)C=CC=C1OC1=CC=C(Cl)C=C1)C(=O)OC(C)C
3086,DB13537,C[C@H]1O[C@H](C[C@H](OC=O)[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@H](C[C@]32O)OC=O)C2=CC(=O)OC2)C1
3087,DB13538,COC1=CC=CC=C1OC(=O)C1=CC=CC=C1OC(C)=O
3088,DB13540,[H][C@]1(O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@](C)(O)[C@H](NC)[C@H]1O
3089,DB13541,CC(C)N1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12
3090,DB13542,C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
3091,DB13543,[H][C@@](O)(CBr)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CBr
3092,DB13544,CCOC1=C(C=CC=C1)C(N)=O
3093,DB13545,BrC1=CC=C2C(=O)C(C(=O)C2=C1)C1=CC=CC=C1
3094,DB13546,CCN(CC)CC1=NC=CN1C1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1Cl
3095,DB13547,NCC1=CC=C(C=C1)S(N)(=O)=O.NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1
3096,DB13550,CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1
3097,DB13551,OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1
3098,DB13552,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F
3099,DB13554,CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
3100,DB13555,CCC[N@@+]12[C@H]3C[C@]45[C@H](O)[C@H]3[C@@H](C[C@H]1[C@@H]4N(C)C1=C5C=CC=C1)[C@H](CC)[C@H]2O
3101,DB13556,COC1=CC=C(NS(=O)(=O)C2=CC=C(NC(C3=C(C)N(C)N(C3=O)C3=CC=CC=C3)S(O)(=O)=O)C=C2)N=N1
3102,DB13557,CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
3103,DB13559,O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1
3104,DB13563,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
3105,DB13566,CC1=CC=CC=C1C(O)(C1CN2CCC1CC2)C1=CC=CC=C1C
3106,DB13569,[Cl-].[Cl-].[Fe++]
3107,DB13571,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](O)\C(C)=C\C=C\C=C\C=C\C=C\[C@H](O)[C@@H](C)OC1=O
3108,DB13572,CCC(C)(CC)OC(N)=O
3109,DB13573,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O
3110,DB13575,CCN(CC)CCN1C2=CC(OC)=CC=C2C2=C1[C@H]1C[C@H]3[C@H](C[C@@H](OC(=O)C4=CC(OC)=C(OC)C(OC)=C4)[C@H](OC)[C@H]3C(=O)OC)CN1CC2
3111,DB13577,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
3112,DB13578,CC(C)CNCCOC(=O)C1=CC=CC(N)=C1
3113,DB13580,OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
3114,DB13581,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
3115,DB13583,CC1=CC=CC=C1OCC(O)CO
3116,DB13584,CCN(CC)CCOC1=CC=CC(OCCN(CC)CC)=C1OCCN(CC)CC
3117,DB13587,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C[C@H](C)[C@]12C
3118,DB13588,CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=C2C=CC=CC2=CC=C1
3119,DB13590,[Ca++].CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
3120,DB13592,CCN(CC)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C
3121,DB13595,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-]
3122,DB13597,NC(=N)NC(=N)N1CCOCC1
3123,DB13598,CCOCC
3124,DB13601,NC(=O)CN1CC(O)CC1=O
3125,DB13602,CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C
3126,DB13603,[O-][N+](=O)C1=C(Cl)C=CC=C1C1=CNC=C1Cl
3127,DB13604,NC(=N)NCC1CCCCCCN1
3128,DB13605,CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
3129,DB13606,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CCC1=CC=CC=C1
3130,DB13609,CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12
3131,DB13610,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@@H](C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(F)(F)F
3132,DB13612,[Ca++].NC(N)=O.CC(=O)OC1=CC=CC=C1C([O-])=O.CC(=O)OC1=CC=CC=C1C([O-])=O
3133,DB13615,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC
3134,DB13616,[H][C@]1(CCN1C(=O)[C@H](NCC(O)=O)C1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
3135,DB13617,NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1
3136,DB13619,CCN(CC)CCCOC(=O)C1(C[C@@H]2CC[C@H]1C2)C1=CC=CC=C1
3137,DB13620,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
3138,DB13622,C[75Se]C[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2C2=C1C[C@@H](O)CC2
3139,DB13623,CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1
3140,DB13624,CNC(C)CC1=CC=CC=C1OC
3141,DB13626,O.[OH-].[OH-].[Al+3].NCC([O-])=O
3142,DB13627,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
3143,DB13629,CCCCC1C(=O)NN(C1=O)C1=CC=CC=C1
3144,DB13631,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=C(OC)C=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1
3145,DB13634,CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O
3146,DB13635,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
3147,DB13636,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
3148,DB13637,[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O
3149,DB13638,CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C(=O)C1=O
3150,DB13641,CN1C(=O)\C(=N/NC(N)=S)C2=C1C=CC=C2
3151,DB13642,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
3152,DB13643,[H]\C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O
3153,DB13644,CC1=CC(=O)NC(=S)N1
3154,DB13645,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1
3155,DB13648,[H][C@@]12C[C@@]3([H])\C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2\C=C4/[C@]5([H])N(\C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]4([H])C[C@@]12[H])=C/CO
3156,DB13649,CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12
3157,DB13650,NC(CO)(CO)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Al](O)O
3158,DB13651,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@]45[C@H](OC(=O)CCl)[C@H]3[C@H]1C[C@H]2[C@@H]4N(C)C1=CC=CC=C51
3159,DB13652,CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1
3160,DB13653,CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1
3161,DB13654,O.[O--].[O--].[O--].[Al+3].[Al+3].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O
3162,DB13657,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1
3163,DB13660,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O
3164,DB13662,NC(=O)OC1(CC#C)CCCCC1
3165,DB13663,NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
3166,DB13664,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl
3167,DB13665,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
3168,DB13666,[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1
3169,DB13667,[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O
3170,DB13668,NC1=C2CCCC2=NC2=C1CCCC2
3171,DB13673,[H][C@]1(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O[C@@]1([H])O[C@]([H])(CN)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N
3172,DB13675,CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1
3173,DB13676,ClC1=CC2=C(CCC3=CC=CC=C3N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1
3174,DB13677,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
3175,DB13678,O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1
3176,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
3177,DB13681,CCCCN(CCCC)CCNC1=NC(=NO1)C1=CC=CC=C1
